index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,up,front,tags,variantIds,baseVariantId,isCornerPiece,setIds,componentIds
252,375,fence,fence,2,door,n03327234,fence.n.01,,,__SYM_ROTATE_UP_2,,,,180,
253,376,fence,fence,2,door,n03327234,fence.n.01,,,__SYM_ROTATE_UP_2,,,,180,
254,377,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_ROTATE_UP_6,,,,,
255,378,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_ROTATE_UP_2,,,,,
256,379,fence,fence,2,door,n03327234,fence.n.01,,,__SYM_ROTATE_UP_2,,,,177,
257,380,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
258,381,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_ROTATE_UP_4,,,,,
259,382,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
260,383,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,52,
261,384,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,52,
262,385,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,52,
263,386,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,52,
264,387,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,52,
265,388,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,52,
266,389,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,52,
267,390,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,"__SYM_REFLECT_C1,__CORNER_C1",,,1,52,
268,391,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,"__SYM_REFLECT_C1,__CORNER_C1",,,1,52,
269,392,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR_APPROX,,,,52,
270,393,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_ROTATE_UP_2,,,,,
271,394,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_ROTATE_UP_4,,,,,
272,395,trash_can,kitchenware,2,otherprop,n02747177,ashcan.n.01,,,__SYM_REFLECT_LR,,,,,
273,396,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,52,
274,397,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,52,
275,398,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,52,
276,399,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,"__SYM_REFLECT_C1,__CORNER_C1",,,1,52,
277,40,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
278,403,double_bed,bed,2,bed,n03225988,double_bed.n.01,,,__SYM_REFLECT_LR,,,,,
279,404,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
280,405,large_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,3,
281,406,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,3,
282,407,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,3,
283,408,kitchen_island,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,3,
284,409,stool,chair,2,chair,n04326896,stool.n.01,,,__SYM_REFLECT_LR,,,,,
285,41,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
286,410,basketball_hoop,recreation,2,otherprop,n02802215,basket.n.03,,,__SYM_REFLECT_LR,,,,,
287,411,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
288,412,swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
289,413,grill,grill,2,otherprop,n03459591,grill.n.02,,,__SYM_REFLECT_LR,,,,,
290,414,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
291,415,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
292,416,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
293,417,desk,desk,2,desk,n03179701,desk.n.01,,,__CORNER_C2,,,1,,
294,418,toilet,toilet,2,toilet,n04446276,toilet.n.01,,,__SYM_REFLECT_LR,,,,,
295,419,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
296,42,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,65,
297,420,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
298,421,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
299,422,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_2,,,,,
300,423,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
301,424,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,,
302,425,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
303,426,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
304,427,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
305,428,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,,
306,429,stool,chair,2,chair,n04326896,stool.n.01,,,__SYM_REFLECT_LR,,,,,
307,43,dryer,household_appliance,2,otherprop,n03251766,dryer.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
308,430,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,156,
309,431,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,156,
310,432,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01,,,__SYM_REFLECT_LR,,,,,
311,433,bench_chair,bench_chair,2,chair,n02828884,bench.n.01,,,__SYM_REFLECT_LR,,,,157,
312,434,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01,,,__SYM_REFLECT_LR,,,,,
313,435,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01,,,,,,,,
314,436,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01,,,__SYM_REFLECT_LR,,,,,
315,437,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01,,,__SYM_REFLECT_LR,,,,,
316,438,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01,,,__SYM_REFLECT_LR,,,,,
317,439,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01,,,__SYM_REFLECT_LR,,,,,
318,44,household_appliance,household_appliance,2,otherprop,n03528263,home_appliance.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
319,440,bench_chair,bench_chair,2,shelves,n02828884,bench.n.01,,,__SYM_REFLECT_LR,,,,157,
320,441,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
321,442,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
322,443,urinal,toilet,2,toilet,n04515991,urinal.n.01,,,__SYM_REFLECT_LR,,,,,
323,444,urinal,toilet,2,toilet,n04515991,urinal.n.01,,,__SYM_REFLECT_LR,,,,,
324,445,shoes_cabinet,shoes_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
325,446,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
326,447,sink,sink,2,sink,n04223580,sink.n.01,,,,,,,,
327,448,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,,,,,,
328,449,armchair,chair,2,chair,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,,
329,45,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,1,
330,450,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
331,451,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
332,452,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
333,453,bidet,toilet,2,toilet,n02836174,bidet.n.01,,,__SYM_REFLECT_LR,,,,,
334,454,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
335,455,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR,,,,,
336,456,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
337,457,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,"__SYM_REFLECT_LR,__SYM_ROTATE_UP_2,__SYM_REFLECT_FB",,,,,
338,458,wall_shelf,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
339,459,wall_shelf,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
340,46,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,1,
341,460,toy,toy,2,otherprop,n03964744,plaything.n.01,,,,,,,,
342,461,toy,toy,2,otherprop,n03964744,plaything.n.01,,,,,,,,
343,462,toy,toy,2,otherprop,n03964744,plaything.n.01,,,,,,,,
344,463,plant,plant,2,otherprop,n00017222,plant.n.02,,,__SYM_ROTATE_UP_INF,,,,,
345,464,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
346,465,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,,,__SYM_REFLECT_LR,,,,,
347,466,bench_chair,bench_chair,2,chair,n03891251,park_bench.n.01,,,__SYM_REFLECT_LR,,,,,
348,467,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
349,468,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
350,469,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
351,470,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
352,471,armchair,chair,2,chair,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,132,
353,472,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
354,473,sofa,sofa,2,chair,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,132,
355,474,table,table,2,chair,n04379243,table.n.02,,,__SYM_ROTATE_UP_2,,,,,
356,475,bench_chair,bench_chair,2,chair,n03891251,park_bench.n.01,,,__SYM_REFLECT_LR,,,,,
357,476,bench_chair,bench_chair,2,chair,n03891251,park_bench.n.01,,,__SYM_REFLECT_LR,,,,,
358,477,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR,,,,,
359,478,bench_chair,bench_chair,2,otherprop,n02788386,banquette.n.01,,,__SYM_ROTATE_UP_2,,,,,
360,479,shoes_cabinet,shoes_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
361,480,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
362,481,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
363,482,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,,
364,483,stairs,stairs,2,night_stand,n04314914,step.n.04,,,__SYM_REFLECT_FB,,,,,
365,484,double_desk,workplace,2,desk,n03179701,desk.n.01,,,,,,,,
366,485,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,158,
367,486,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,158,
368,487,desk,desk,2,desk,n03179701,desk.n.01,,,"__SEC_END,__SYM_REFLECT_LR",,,,29,
369,488,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_ROTATE_FRONT_2,,,,29,
370,489,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,,,,,29,
371,490,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,,,,,29,
372,491,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
373,492,wall_shelf,shelving,2,shelves,n04190052,shelf.n.01,,,,,,,,
374,493,wall_shelf,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_FB,,,,,
375,494,desk,desk,2,desk,n03179701,desk.n.01,,,__CORNER_C2,,,1,,
376,495,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
377,496,folding_chair,chair,2,chair,n03376595,folding_chair.n.01,,,__SYM_REFLECT_LR,,,,,
378,497,partition,partition,1,otherstructure,n03894379,partition.n.01,,,__SYM_ROTATE_UP_2,,,,159,
379,498,partition,partition,1,otherstructure,n03894379,partition.n.01,,,__SYM_ROTATE_UP_2,,,,159,
380,499,towel_rack,bathroom_stuff,2,otherprop,n04459773,towel_rack.n.01,,,,,,,,
381,500,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
382,501,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
383,502,partition,partition,1,otherstructure,n03894379,partition.n.01,,,,,,,159,
384,503,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
385,504,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
386,505,wall_shelf,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
387,506,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,,
388,507,armchair_with_ottoman,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
389,508,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_ROTATE_UP_2,,,,,
390,509,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
391,510,heater,heater,2,otherprop,n03508101,heater.n.01,,,,,,,,
392,511,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
393,512,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
394,513,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
395,514,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,,
396,515,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
397,516,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
398,517,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_4,,,,,
399,518,whiteboard,whiteboard,2,whiteboard,n03211616,display_panel.n.01,,,__SYM_REFLECT_LR,,,,,
400,519,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,,,__SYM_REFLECT_LR,,,,,
401,520,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
402,521,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_3,,,,,
403,522,piano,music,2,otherprop,n03928116,piano.n.01,,,,,,,,
404,523,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
405,524,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_2,,,,,
406,525,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
407,526,hanger,hanger,2,cabinet,n03490884,hanger.n.02,,,__SYM_ROTATE_UP_2,,,,,
408,527,towel_hanger,towel_hanger,2,cabinet,n03490884,hanger.n.02,,,__SYM_REFLECT_LR,,,,,
409,528,tall_kitchen_cabinet,kitchen_cabinet,2,refridgerator,n02933112,cabinet.n.01,,,,,,,,
410,529,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_ROTATE_UP_INF,,,,,
411,530,plates,kitchenware,2,otherprop,n03959485,plate.n.04,,,__SYM_ROTATE_UP_INF,,,,,
412,531,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_2,,,,,
413,532,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
414,533,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR,,,,,
415,534,stand,stand,2,night_stand,n04301000,stand.n.04,,,"__SYM_REFLECT_C1_APPROX,__CORNER_C1",,,1,,
416,535,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
417,536,utensil_holder,kitchenware,2,otherprop,n03525454,holder.n.01,,,,,,,,
418,537,food_processor,kitchen_appliance,2,otherprop,n03378174,food_processor.n.01,,,,,,,,
419,538,knife_rack,kitchenware,2,otherprop,n03621377,kitchenware.n.01,,,,,,,,
420,539,coffee_kettle,kitchenware,2,otherprop,n03612814,kettle.n.01,,,__SYM_REFLECT_LR,,,,,
421,540,toy,toy,2,otherprop,n03964744,plaything.n.01,,,,,,,,
422,541,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_4,,,,,
423,542,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
424,543,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
425,544,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_4,,,,,
426,545,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
427,546,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_FB,,,,,
428,547,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_4,,,,,
429,548,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_4,,,,,
430,549,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
431,550,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
432,551,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
433,552,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
434,553,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
435,554,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_4,,,,,
436,555,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
437,556,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
438,557,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
439,558,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
440,559,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_4,,,,,
441,560,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
442,561,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
443,562,pool,pool,2,otherprop,n03982060,pool.n.01,,,__SYM_REFLECT_LR,,,,,
444,563,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_FB,,,,,
445,564,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
446,565,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
447,566,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_FB,,,,,
448,567,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
449,568,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
450,569,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_LR,,,,,
451,57,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
452,570,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,,
453,577,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,,
454,579,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_LR,,,,,
455,580,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2_APPROX,,,,,
456,586,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,,,,,,
457,587,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
458,589,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
459,590,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,,
460,591,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,,,,,,
461,592,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
462,593,range_oven_with_hood,kitchen_cabinet,2,counter,n04330340,stove.n.01,,,__SYM_REFLECT_LR_APPROX,,,,4,
463,594,kitchen_sink_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,4,
464,595,kitchen_sink_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,4,
465,596,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,4,
466,597,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,4,
467,598,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,4,
468,599,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,4,
469,60,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,,,__SYM_REFLECT_LR,,,,,
470,600,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,4,
471,601,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,4,
472,602,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__CORNER_C2,,,,4,
473,603,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,4,
474,604,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__CORNER_C1,,,,4,
475,605,bench_chair,bench_chair,2,chair,n03891251,park_bench.n.01,,,__SYM_REFLECT_LR,,,,,
476,606,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,184,
477,607,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,,,,,184,
478,608,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,184,
479,609,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,53,
480,610,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,53,
481,611,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,53,
482,612,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,,,,,53,
483,613,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,53,
484,614,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,53,
485,615,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,53,
486,616,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,53,
487,617,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,53,
488,618,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,53,
489,620,plant,plant,2,otherprop,n00017222,plant.n.02,,,__SYM_ROTATE_UP_INF,,,,,
490,621,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,,,,,
491,622,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,,,,,
492,623,plant,plant,2,otherprop,n00017222,plant.n.02,,,__SYM_ROTATE_UP_4,,,,,
493,624,plant,plant,2,otherprop,n00017222,plant.n.02,,,__SYM_ROTATE_UP_4,,,,,
494,625,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,,,,,
495,626,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_6,,,,,
496,627,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_4,,,,,
497,628,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_2,,,,,
498,629,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
499,63,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,,
500,630,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
501,631,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_3,,,,,
